iter	RMSE
620	0.2340678604
621	0.2334376567
622	0.2324929645
623	0.2322225313
624	0.2320032333
625	0.2310339577
626	0.2308742997
627	0.2303155395
628	0.2301093965
629	0.2299382215
630	0.2297671436
631	0.2281423244
632	0.2279672378
633	0.227697809
634	0.227088249
635	0.2268600223
636	0.2266256126
637	0.2263991815
638	0.2262417421
639	0.2260027652
640	0.2257070532
641	0.2238254917
642	0.2236675969
643	0.2230126117
644	0.222274239
645	0.2221079265
646	0.2218416185
647	0.2215515654
648	0.2212910851
649	0.2209853548
650	0.2208223999
651	0.2205815516
652	0.2197778012
653	0.2195446685
654	0.2192633907
655	0.2186324198
656	0.2183848511
657	0.2182409984
658	0.2180033434
659	0.2177641378
660	0.2175356919
661	0.2170380315
662	0.2168040283
663	0.2166495179
664	0.2164353915
665	0.2162781905
666	0.2160829035
667	0.2152888399
668	0.2150725821
669	0.2148447433
670	0.2145682648
671	0.2138001509
672	0.2135908869
673	0.2133900723
674	0.2129823124
675	0.2128381584
676	0.2126709708
677	0.2123757484
678	0.2121700401
679	0.2117590169
680	0.2104418194
681	0.2102247569
682	0.2100127831
683	0.2097637604
684	0.2095889607
685	0.2093027694
686	0.2091642835
687	0.2080872959
688	0.20788977
689	0.2077595415
690	0.2075716793
691	0.2073613898
692	0.2071746463
693	0.2070020417
694	0.2068011466
695	0.2066680255
696	0.2064695689
697	0.206119361
698	0.2059726075
699	0.2051470808
700	0.2049891706
701	0.204763878
702	0.204559542
703	0.2043676948
704	0.2042215553
705	0.2039868409
706	0.2036381894
707	0.2034302623
708	0.2032347007
709	0.2030251506
710	0.2028976918
711	0.2027531202
712	0.2020436833
713	0.2018606819
714	0.2016642958
715	0.2011377042
716	0.2007429512
717	0.1999179155
718	0.199772097
719	0.1995970231
720	0.1994121074
721	0.1991753401
722	0.199034922
723	0.1981939749
724	0.1977202509
725	0.1975359523
726	0.1974018634
727	0.1965812071
728	0.1964412985
729	0.1962338301
730	0.1960352839
731	0.1955082141
732	0.1953773883
733	0.1942968711
734	0.1941891747
735	0.1939743515
736	0.1938598753
737	0.193626324
738	0.193453548
739	0.1930838107
740	0.1927122235
741	0.1925089398
742	0.1923312305
743	0.1921223905
744	0.191988489
745	0.1918413501
746	0.1916177816
747	0.191463593
748	0.1912737704
749	0.1910618235
750	0.1908848781
751	0.1899229312
752	0.1892609405
753	0.1891181666
754	0.1889378363
755	0.1887690052
756	0.1886574382
757	0.1878980777
758	0.1877056835
759	0.1875602804
760	0.186794905
761	0.1866587555
762	0.1864504515
763	0.1862665523
764	0.1859509022
765	0.1857494396
766	0.185630929
767	0.1855157594
768	0.1849555697
769	0.1848006798
770	0.1846709634
771	0.1845143875
772	0.1841862335
773	0.184058468
774	0.1829904265
775	0.182862345
776	0.1827310458
777	0.182610112
778	0.1817093999
779	0.181592524
780	0.1810123683
781	0.1808968319
782	0.1807863295
783	0.1805704619
784	0.1804077515
785	0.1803039306
786	0.1801239239
787	0.1799548247
788	0.1797310191
789	0.1796117586
790	0.178985348
791	0.1787421563
792	0.1786137671
793	0.1785057295
794	0.1783798284
795	0.1782627085
796	0.178160521
797	0.1776283635
798	0.1774527844
799	0.1773554292
800	0.1771673595
801	0.1770107214
802	0.1769076045
803	0.1767866602
804	0.1762823537
805	0.1761136239
806	0.1756868697
807	0.1755242655
808	0.1754199243
809	0.1752755342
810	0.175122147
811	0.1750062932
812	0.1748660682
813	0.1747539169
814	0.1745716723
815	0.1740455476
816	0.1738384559
817	0.1736565041
818	0.1727727121
819	0.1725738175
820	0.1716910252
821	0.1715992461
822	0.1714462865
823	0.1713404057
824	0.1711515119
825	0.1709933655
826	0.1708300758
827	0.1707179049
828	0.1705792616
829	0.1704782635
830	0.1703190164
831	0.1701772224
832	0.1700354467
833	0.1698825589
834	0.1693482373
835	0.1692350525
836	0.168869682
837	0.1687434956
838	0.1685204083
839	0.1677394271
840	0.1675300745
841	0.1668474191
842	0.1658340492
843	0.1655968027
844	0.1654321409
845	0.1651863661
846	0.1650678
847	0.1648623939
848	0.1645294779
849	0.1644215179
850	0.1642575585
851	0.1633797598
852	0.1632262228
853	0.1630686317
854	0.1629005409
855	0.1626803087
856	0.1625138003
857	0.1623685458
858	0.1622114848
859	0.1614905292
860	0.1613722479
861	0.1612473607
862	0.1610454022
863	0.1607743388
864	0.160612904
865	0.1604956105
866	0.1603791481
867	0.15981212
868	0.1596264678
869	0.1593189445
870	0.1588642776
871	0.1587485343
872	0.1585894419
873	0.1584208407
874	0.1578308321
875	0.1576920913
876	0.1575517888
877	0.157401596
878	0.1573009974
879	0.1566836871
880	0.1565507347
881	0.156178742
882	0.155971433
883	0.1558591508
884	0.1557007839
885	0.1555439967
886	0.155324752
887	0.1546559958
888	0.15453346
889	0.1544369991
890	0.1543325252
891	0.153894241
892	0.1537830668
893	0.1535938764
894	0.1534926859
895	0.1532613578
896	0.1531249322
897	0.1525868988
898	0.1524009748
899	0.1522989675
900	0.152147473
901	0.1514578867
902	0.1512528784
903	0.1511456539
904	0.1509688533
905	0.1508721516
906	0.1506930967
907	0.1505685077
908	0.1504602847
909	0.1503710592
910	0.1502749752
911	0.1490496234
912	0.1489185099
913	0.148776592
914	0.1486302036
915	0.1479694446
916	0.1478458077
917	0.1475901426
918	0.1470382782
919	0.1461797368
920	0.1460526675
921	0.1459363876
922	0.1457852295
923	0.1456914037
924	0.1453576159
925	0.1452253223
926	0.14512204
927	0.1449915138
928	0.1448462299
929	0.144697811
930	0.1446299859
931	0.1443377158
932	0.1442420303
933	0.1440981588
934	0.1439986942
935	0.1438565554
936	0.1437528302
937	0.1431911525
938	0.1430783915
939	0.142854682
940	0.1426570654
941	0.1424934952
942	0.1423547625
943	0.1422596269
944	0.14213386
945	0.1420179053
946	0.1418475059
947	0.1417605128
948	0.1415616742
949	0.1414563329
950	0.1411167811
951	0.1409857984
952	0.1408494426
953	0.1407616963
954	0.1406047466
955	0.1405067152
956	0.1400870894
957	0.1398423932
958	0.1392197405
959	0.1388546103
960	0.1387211871
961	0.1386306864
962	0.1385222051
963	0.1383606384
964	0.1382409777
965	0.1381363174
966	0.1380425298
967	0.1379110047
968	0.1377818085
969	0.1374613816
970	0.1373718407
971	0.1371903055
972	0.1371026172
973	0.1367144868
974	0.136566897
975	0.1361966184
976	0.135759379
977	0.1354389169
978	0.1349622635
979	0.1348212967
980	0.1346696474
981	0.1345840112
982	0.1344671224
983	0.1343186825
984	0.1342216159
985	0.1341121444
986	0.1339600116
987	0.1338241413
988	0.1336913819
989	0.1330235564
990	0.1328800694
991	0.132770946
992	0.1326372766
993	0.1325478461
994	0.1324409664
995	0.1322578756
996	0.1319463633
997	0.1315824358
998	0.131476971
999	0.1313292719
